QQQ Shares,DIA Shares,IBB Shares,Capital,TLT Shares,Date,QQQ Close,QQQ Dividend,DIA Close,DIA Dividend,IBB Close,IBB Dividend,TLT Close,TLT Dividend
0.0,0.0,0.0,10577.200482300597,116.74614218874832,2003-03-05,24.55,0.0,77.84,0.0,15.9,0.0,90.6,0.0
0.0,0.0,0.0,10536.339332534537,116.74614218874832,2003-03-06,24.49,0.0,76.87,0.0,15.83,0.0,90.25,0.0
0.0,0.0,0.0,10572.530636613048,116.74614218874832,2003-03-07,24.54,0.0,77.55,0.0,15.95,0.0,90.56,0.0
0.0,0.0,0.0,10627.40132344176,116.74614218874832,2003-03-10,24.01,0.0,75.78,0.0,15.77,0.0,91.03,0.0
0.0,0.0,0.0,10608.721940691561,116.74614218874832,2003-03-11,23.8,0.0,75.35,0.0,15.64,0.0,90.87,0.0
0.0,0.0,0.0,10647.248167613847,116.74614218874832,2003-03-12,24.23,0.0,75.75,0.0,15.68,0.0,91.2,0.0
0.0,0.0,0.0,10451.11464873675,116.74614218874832,2003-03-13,25.62,0.0,78.44,0.0,16.33,0.0,89.52,0.0
0.0,0.0,0.0,10502.482951299799,116.74614218874832,2003-03-14,25.72,0.0,78.96,0.0,16.33,0.0,89.96,0.0
0.0,0.0,0.0,10376.39711773595,116.74614218874832,2003-03-17,26.6,0.0,81.46,0.0,16.87,0.0,88.88,0.0
0.0,0.0,0.0,10278.330358297402,116.74614218874832,2003-03-18,26.93,0.0,82.14,0.0,17.28,0.0,88.04,0.0
0.0,0.0,0.0,10202.445365874715,116.74614218874832,2003-03-19,26.7,0.0,82.92,0.0,17.12,0.0,87.39,0.0
0.0,0.0,0.0,10186.100905968291,116.74614218874832,2003-03-20,26.8,0.0,83.12,0.0,17.21,0.0,87.25,0.0
0.0,0.0,0.0,10046.005535341792,116.74614218874832,2003-03-21,27.17,0.0,85.13,0.10400000000000001,17.38,0.0,86.05,0.0
0.0,0.0,0.0,10204.78028871849,116.74614218874832,2003-03-24,26.04,0.0,82.24,0.0,16.88,0.0,87.41,0.0
0.0,0.0,0.0,10193.105674499617,116.74614218874832,2003-03-25,26.41,0.0,82.81,0.0,17.15,0.0,87.31,0.0
0.0,0.0,0.0,10214.11998009359,116.74614218874832,2003-03-26,26.56,0.0,82.38,0.0,17.12,0.0,87.49,0.0
0.0,0.0,0.0,10221.124748624916,116.74614218874832,2003-03-27,26.37,0.0,82.03,0.0,17.47,0.0,87.55,0.0
0.0,0.0,0.0,10244.473977062666,116.74614218874832,2003-03-28,26.08,0.0,81.57,0.0,17.37,0.0,87.75,0.0
0.0,0.0,0.0,10378.732040579727,116.74614218874832,2003-03-31,25.25,0.0,79.82,0.0,17.07,0.0,88.9,0.0
0.0,0.0,0.0,10349.312012748162,117.24608601731235,2003-04-01,25.45,0.0,80.79,0.0,17.15,0.0,88.27,0.37799999999999995
0.0,0.0,0.0,10241.445613612234,117.24608601731235,2003-04-02,26.15,0.0,82.75,0.0,17.63,0.0,87.35,0.0
0.0,0.0,0.0,10235.583309311367,117.24608601731235,2003-04-03,26.48,0.0,82.37,0.0,17.92,0.0,87.3,0.0
0.0,0.0,0.0,10206.27178780704,117.24608601731235,2003-04-04,26.05,0.0,82.89,0.0,17.68,0.0,87.05,0.0
0.0,0.0,0.0,10182.822570603577,117.24608601731235,2003-04-07,26.09,0.0,82.93,0.0,17.27,0.0,86.85,0.0
0.0,0.0,0.0,10264.894830815696,117.24608601731235,2003-04-08,26.06,0.0,83.2,0.0,17.45,0.0,87.55,0.0
0.0,0.0,0.0,10295.378813180198,117.24608601731235,2003-04-09,25.46,0.0,83.6,0.0,17.17,0.0,87.81,0.0
0.0,0.0,0.0,10247.3079179131,117.24608601731235,2003-04-10,25.77,0.0,82.46,0.0,16.97,0.0,87.4,0.0
0.0,0.0,0.0,10230.893465870677,117.24608601731235,2003-04-11,25.51,0.0,82.2,0.0,16.75,0.0,87.26,0.0
0.0,0.0,0.0,10202.75440522652,117.24608601731235,2003-04-14,26.03,0.0,83.84,0.0,17.14,0.0,87.02,0.0
0.0,0.0,0.0,10257.860065654657,117.24608601731235,2003-04-15,26.28,0.0,84.4,0.0,17.28,0.0,87.49,0.0
0.0,0.0,0.0,10300.06865662089,117.24608601731235,2003-04-16,26.22,0.0,82.7,0.0,17.03,0.0,87.85,0.0
0.0,0.0,0.0,10316.483108663313,117.24608601731235,2003-04-17,26.82,0.0,83.48,0.10800000000000001,17.33,0.0,87.99,0.0
0.0,0.0,0.0,10294.206352320025,117.24608601731235,2003-04-21,26.92,0.0,83.53,0.0,17.43,0.0,87.8,0.0
0.0,0.0,0.0,10288.344048019158,117.24608601731235,2003-04-22,27.43,0.0,84.92,0.0,18.05,0.0,87.75,0.0
0.0,0.0,0.0,10309.448343502276,117.24608601731235,2003-04-23,27.63,0.0,85.22,0.0,18.63,0.0,87.93,0.0
0.0,0.0,0.0,10402.072751455951,117.24608601731235,2003-04-24,27.48,0.0,84.44,0.0,18.67,0.0,88.72,0.0
0.0,0.0,0.0,10425.521968659414,117.24608601731235,2003-04-25,26.95,0.0,83.16,0.0,18.55,0.0,88.92,0.0
0.0,0.0,0.0,10409.10751661699,117.24608601731235,2003-04-28,27.48,0.0,84.79,0.0,19.0,0.0,88.78,0.0
0.0,0.0,0.0,10391.520603714393,117.24608601731235,2003-04-29,27.73,0.0,85.11,0.0,18.98,0.0,88.63,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10487.66239424859,117.24608601731235,2003-04-30,27.45,0.0,84.86,0.0,19.1,0.0,89.45,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10469.633897372581,0.0,2003-05-01,27.69,0.0,84.61,0.0,19.42,0.0,89.02,0.473
126.18725687570604,40.81829131791339,181.3528901171796,10665.607484557615,0.0,2003-05-02,28.28,0.0,85.81,0.0,19.82,0.0,88.32,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10665.489956653337,0.0,2003-05-05,28.25,0.0,85.5,0.0,19.91,0.0,88.79,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10694.647753850932,0.0,2003-05-06,28.61,0.0,85.99,0.0,19.71,0.0,89.23,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10581.86088443602,0.0,2003-05-07,28.29,0.0,85.86,0.0,19.34,0.0,90.27,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10442.921464570454,0.0,2003-05-08,27.77,0.0,85.13,0.0,19.1,0.0,90.49,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10633.232901284893,0.0,2003-05-09,28.41,0.0,86.17,0.0,19.47,0.0,90.58,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10833.181383246683,0.0,2003-05-12,28.84,0.0,87.34,0.0,20.01,0.0,91.15,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10787.34101620665,0.0,2003-05-13,28.66,0.0,87.04,0.0,19.95,0.0,91.35,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10847.774336379742,0.0,2003-05-14,28.6,0.0,86.84,0.0,20.37,0.0,92.75,0.0
126.18725687570604,40.81829131791339,181.3528901171796,10991.169367866467,0.0,2003-05-15,28.92,0.0,87.32,0.0,20.83,0.0,93.04,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10911.842274336059,0.0,2003-05-16,28.7,0.0,86.99,0.133,20.59,0.0,93.72,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10633.82205910339,0.0,2003-05-19,27.69,0.0,85.17,0.0,20.17,0.0,93.4,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10630.761325260828,0.0,2003-05-20,27.77,0.0,85.07,0.0,20.12,0.0,94.78,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10625.980835563558,0.0,2003-05-21,27.69,0.0,85.2,0.0,20.12,0.0,94.77,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10819.607259432913,0.0,2003-05-22,28.09,0.0,86.04,0.0,20.72,0.0,95.61,0.0
126.18725687570604,40.880698867577514,181.3528901171796,10921.126438746272,0.0,2003-05-23,28.1,0.0,86.23,0.0,21.23,0.0,95.85,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11344.676212213624,0.0,2003-05-27,29.1,0.0,87.87,0.0,22.5,0.0,94.12,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11323.263449260614,0.0,2003-05-28,29.19,0.0,88.0,0.0,22.29,0.0,93.96,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11277.606922741717,0.0,2003-05-29,29.31,0.0,87.4,0.0,22.09,0.0,94.78,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11505.856746481675,0.0,2003-05-30,29.79,0.0,88.84,0.0,22.69,0.0,94.6,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11541.508936698518,0.0,2003-06-02,29.58,0.0,89.34,0.0,22.92,0.0,93.51,0.39799999999999996
126.18725687570604,40.880698867577514,181.3528901171796,11540.088092856611,0.0,2003-06-03,29.86,0.0,89.55,0.0,22.67,0.0,94.26,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11776.053945969563,0.0,2003-06-04,30.42,0.0,90.71,0.0,23.32,0.0,94.54,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12057.122080711124,0.0,2003-06-05,30.64,0.0,90.74,0.0,24.71,0.0,93.8,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11925.539914510427,0.0,2003-06-06,30.13,0.0,90.87,0.0,24.31,0.0,94.14,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11689.310821181778,0.0,2003-06-09,29.73,0.0,90.23,0.0,23.43,0.0,94.77,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11827.764926201546,0.0,2003-06-10,30.18,0.0,91.03,0.0,23.7,0.0,95.9,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12083.477936125248,0.0,2003-06-11,30.52,0.0,92.11,0.0,24.63,0.0,95.78,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12125.658805464916,0.0,2003-06-12,30.65,0.0,92.43,0.0,24.7,0.0,96.53,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11943.99455044457,0.0,2003-06-13,29.96,0.0,91.58,0.0,24.37,0.0,97.18,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12263.711262776822,0.0,2003-06-16,30.88,0.0,93.5,0.0,25.06,0.0,96.26,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12165.324763444303,0.0,2003-06-17,30.76,0.0,93.46,0.0,24.61,0.0,95.5,0.0
126.18725687570604,40.880698867577514,181.3528901171796,12012.307454764266,0.0,2003-06-18,30.92,0.0,93.26,0.0,23.7,0.0,94.28,0.0
126.18725687570604,40.880698867577514,181.3528901171796,11643.275196749808,0.0,2003-06-19,30.42,0.0,92.12,0.0,22.27,0.0,94.1,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11694.748045454176,0.0,2003-06-20,30.38,0.0,91.84,0.243,22.59,0.0,93.75,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11440.947015792011,0.0,2003-06-23,29.91,0.0,90.9,0.0,21.73,0.0,94.31,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11476.40305579633,0.0,2003-06-24,29.68,0.0,91.19,0.0,22.02,0.0,95.18,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11476.412383252455,0.0,2003-06-25,29.52,0.0,90.09,0.0,22.38,0.0,93.66,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11712.954602001253,0.0,2003-06-26,30.22,0.0,90.83,0.0,23.03,0.0,92.4,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11548.224047233685,0.0,2003-06-27,29.83,0.0,89.87,0.0,22.61,0.0,92.07,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11514.227263439994,0.0,2003-06-30,29.95,0.0,89.91,0.0,22.33,0.0,92.5,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11586.72411927184,0.0,2003-07-01,30.35,0.0,90.58,0.0,22.3,0.0,91.69,0.353
126.18725687570604,40.98886535086172,181.3528901171796,11787.209935864093,0.0,2003-07-02,30.97,0.0,91.66,0.0,22.73,0.0,91.92,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11711.342297253945,0.0,2003-07-03,30.58,0.0,90.7,0.0,22.8,0.0,90.6,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12097.02554794198,0.0,2003-07-07,31.89,0.0,92.36,0.0,23.64,0.0,90.02,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12241.013909717181,0.0,2003-07-08,32.28,0.0,92.46,0.0,24.14,0.0,90.1,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12275.823571141784,0.0,2003-07-09,32.2,0.0,91.83,0.0,24.53,0.0,90.39,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12076.74386793442,0.0,2003-07-10,31.6,0.0,90.59,0.0,24.13,0.0,90.36,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12167.022835382853,0.0,2003-07-11,31.84,0.0,91.39,0.0,24.28,0.0,90.79,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12282.794151388658,0.0,2003-07-14,32.22,0.0,91.85,0.0,24.55,0.0,89.75,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12268.116892166603,0.0,2003-07-15,32.26,0.0,91.59,0.0,24.5,0.0,87.65,0.0
126.18725687570604,40.98886535086172,181.3528901171796,12210.148097999172,0.0,2003-07-16,32.16,0.0,91.28,0.0,24.32,0.0,88.15,0.0
126.18725687570604,40.98886535086172,181.3528901171796,11896.686162756692,0.0,2003-07-17,31.18,0.0,90.72,0.0,23.4,0.0,87.88,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12001.76026847558,0.0,2003-07-18,31.28,0.0,91.83,0.128,23.63,0.0,87.7,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11841.765285913552,0.0,2003-07-21,30.88,0.0,91.15,0.0,23.18,0.0,85.84,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11996.913097369856,0.0,2003-07-22,31.34,0.0,91.66,0.0,23.6,0.0,86.26,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12078.783703942758,0.0,2003-07-23,31.6,0.0,92.06,0.0,23.78,0.0,86.55,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11944.975585518032,0.0,2003-07-24,31.18,0.0,91.24,0.0,23.52,0.0,85.79,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12147.977898897527,0.0,2003-07-25,31.8,0.0,92.91,0.0,23.83,0.0,85.56,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12257.88498635907,0.0,2003-07-28,31.89,0.0,92.66,0.0,24.43,0.0,84.41,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12193.456816122158,0.0,2003-07-29,31.65,0.0,92.27,0.0,24.33,0.0,83.26,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12100.072233421943,0.0,2003-07-30,31.42,0.0,92.16,0.0,24.0,0.0,84.2,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12229.661748941437,0.0,2003-07-31,31.8,0.0,92.47,0.0,24.38,0.0,82.95,0.0
126.18725687570604,41.04599891031844,181.3528901171796,12048.2215393732,0.0,2003-08-01,31.46,0.0,91.79,0.0,23.77,0.0,82.51,0.37799999999999995
126.18725687570604,41.04599891031844,181.3528901171796,11976.948352791776,0.0,2003-08-04,31.45,0.0,91.94,0.0,23.35,0.0,83.22,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11551.657761724155,0.0,2003-08-05,30.21,0.0,90.03,0.0,22.3,0.0,82.03,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11469.808319632177,0.0,2003-08-06,30.19,0.0,90.66,0.0,21.72,0.0,83.65,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11595.836414435487,0.0,2003-08-07,30.31,0.0,91.55,0.0,22.13,0.0,84.0,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11568.24503637269,0.0,2003-08-08,30.07,0.0,92.19,0.0,22.0,0.0,83.66,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11661.859495596203,0.0,2003-08-11,30.4,0.0,92.44,0.0,22.23,0.0,83.24,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11880.09991595841,0.0,2003-08-12,30.86,0.0,93.25,0.0,22.93,0.0,82.85,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11832.43403294112,0.0,2003-08-13,30.87,0.0,93.03,0.0,22.71,0.0,81.25,0.0
126.18725687570604,41.04599891031844,181.3528901171796,11849.974043978142,0.0,2003-08-14,30.9,0.0,93.1,0.0,22.77,0.0,82.05,0.0
126.18725687570604,41.10053339938818,181.3528901171796,11916.710175960554,0.0,2003-08-15,31.17,0.0,93.33,0.124,22.87,0.0,82.0,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12170.95780896436,0.0,2003-08-18,31.97,0.0,94.28,0.0,23.5,0.0,82.38,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12259.080286147264,0.0,2003-08-19,32.37,0.0,94.49,0.0,23.66,0.0,83.65,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12265.260602662145,0.0,2003-08-20,32.29,0.0,94.18,0.0,23.82,0.0,83.2,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12407.16166850873,0.0,2003-08-21,32.64,0.0,94.44,0.0,24.3,0.0,83.0,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12248.549680385242,0.0,2003-08-22,32.44,0.0,93.71,0.0,23.73,0.0,83.37,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12240.675550079995,0.0,2003-08-25,32.51,0.0,93.48,0.0,23.69,0.0,82.72,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12243.952645090678,0.0,2003-08-26,32.54,0.0,93.6,0.0,23.66,0.0,83.37,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12315.595459267355,0.0,2003-08-27,32.8,0.0,93.53,0.0,23.89,0.0,82.99,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12475.458674725005,0.0,2003-08-28,33.09,0.0,93.97,0.0,24.47,0.0,83.85,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12553.16143329751,0.0,2003-08-29,33.39,0.0,94.41,0.0,24.59,0.0,83.65,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12745.749792824623,0.0,2003-09-02,33.87,0.0,95.46,0.0,25.08,0.0,82.06,0.37200000000000005
126.18725687570604,41.10053339938818,181.3528901171796,12715.463537157957,0.0,2003-09-03,33.85,0.0,96.02,0.0,24.8,0.0,82.19,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12822.237141873979,0.0,2003-09-04,34.16,0.0,96.21,0.0,25.13,0.0,82.65,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12789.37896505858,0.0,2003-09-05,33.94,0.0,95.38,0.0,25.29,0.0,84.07,0.0
126.18725687570604,41.10053339938818,181.3528901171796,13068.184055939359,0.0,2003-09-08,34.5,0.0,96.12,0.0,26.27,0.0,83.2,0.0
126.18725687570604,41.10053339938818,181.3528901171796,13025.180501266166,0.0,2003-09-09,34.09,0.0,95.45,0.0,26.47,0.0,83.8,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12748.60428561916,0.0,2003-09-10,33.27,0.0,94.68,0.0,25.69,0.0,84.65,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12845.296832273598,0.0,2003-09-11,33.64,0.0,94.97,0.0,25.9,0.0,84.1,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12876.739167886692,0.0,2003-09-12,33.82,0.0,95.05,0.0,25.93,0.0,84.68,0.0
126.18725687570604,41.10053339938818,181.3528901171796,12824.241726868673,0.0,2003-09-15,33.49,0.0,94.83,0.0,25.92,0.0,84.55,0.0
126.18725687570604,41.10053339938818,181.3528901171796,13028.870919429799,0.0,2003-09-16,34.4,0.0,96.0,0.0,26.15,0.0,84.42,0.0
126.18725687570604,41.10053339938818,181.3528901171796,13032.725552512466,0.0,2003-09-17,34.26,0.0,95.95,0.0,26.28,0.0,85.47,0.0
126.18725687570604,41.10053339938818,181.3528901171796,13175.714037510657,0.0,2003-09-18,34.78,0.0,96.95,0.0,26.48,0.0,85.53,0.0
126.18725687570604,41.18403816300672,181.3528901171796,13142.431092452432,0.0,2003-09-19,34.58,0.0,96.47,0.196,26.5,0.0,85.63,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12927.366525325197,0.0,2003-09-22,33.92,0.0,95.56,0.0,25.98,0.0,84.95,0.0
126.18725687570604,41.18403816300672,181.3528901171796,13029.862816476569,0.0,2003-09-23,34.52,0.0,95.77,0.0,26.08,0.0,85.53,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12591.607614739565,0.0,2003-09-24,33.22,0.0,94.44,0.0,24.87,0.0,86.27,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12408.542817217476,0.0,2003-09-25,32.79,0.0,93.25,0.0,24.43,0.0,86.7,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12229.952738582124,0.0,2003-09-26,32.58,0.0,93.3,0.0,23.58,0.0,87.48,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12405.946977745145,0.0,2003-09-29,33.14,0.0,93.92,0.0,24.02,0.0,86.78,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12264.421473634142,0.0,2003-09-30,32.42,0.0,93.13,0.0,23.92,0.0,88.22,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12478.319693401241,0.0,2003-10-01,33.15,0.0,94.81,0.0,24.21,0.0,87.52,0.36700000000000005
126.18725687570604,41.18403816300672,181.3528901171796,12622.102546933334,0.0,2003-10-02,33.26,0.0,95.19,0.0,24.84,0.0,87.12,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12785.84280379728,0.0,2003-10-03,34.19,0.0,95.92,0.0,24.93,0.0,85.29,0.0
126.18725687570604,41.18403816300672,181.3528901171796,12823.480561998334,0.0,2003-10-06,34.44,0.0,96.2,0.0,24.9,0.0,85.66,0.0
