Calendar for  only Earnings

September 2009
Date est,Date act,Time est,Time act,Symbol,Quarter,EPS est,EPS act,Status
9/1/09,9/1/09,Before Market,5:00:00 AM CDT,CMED,Q1,0.5,0.02,Verified
9/1/09,9/1/09,Before Market,5:30:00 AM CDT,TUTR,Q3,-0.005,0.01,Verified
9/1/09,9/1/09,Before Market,6:00:00 AM CDT,EDAP,Q2,-0.22,-0.07,Verified
9/1/09,9/1/09,Before Market,6:30:00 AM CDT,CRMT,Q1,0.41,0.6,Verified
9/1/09,9/1/09,Before Market,7:00:00 AM CDT,CPY,Q2,<empty>,-0.49,Verified
9/1/09,9/1/09,Before Market,7:00:00 AM CDT,GMTN,Q2,-0.04,-0.3,Verified
9/1/09,9/1/09,During Market,10:18:00 AM CDT,BOFI,Q4,<empty>,0.41,Verified
9/1/09,9/1/09,After Market,3:01:00 PM CDT,PAY,Q3,0.13,0.26,Verified
9/1/09,9/1/09,After Market,3:01:00 PM CDT,PIKE,Q4,0.068,0.07,Verified
9/1/09,9/1/09,After Market,3:01:00 PM CDT,TTWO,Q3,-0.777,-0.72,Verified
9/1/09,9/1/09,After Market,3:05:00 PM CDT,ADCT,Q3,0.126,0.17,Verified
9/1/09,9/1/09,After Market,3:05:00 PM CDT,IIG,Q4,<empty>,0.74,Verified
9/1/09,9/1/09,After Market,3:10:00 PM CDT,APSG,Q3,0.255,0.25,Verified
9/1/09,9/1/09,After Market,3:46:00 PM CDT,SEAC,Q2,0.063,-0.01,Verified
9/1/09,9/1/09,After Market,4:00:00 PM CDT,DCI,Q4,0.303,0.3,Verified
9/2/09,,During Market,,DGAS,Q4,<empty>,<empty>,Unconfirmed
9/2/09,,During Market,,MGRM,Q2,<empty>,<empty>,Unconfirmed
9/2/09,9/2/09,Before Market,5:00:00 AM CDT,JOSB,Q2,0.536,0.68,Verified
9/2/09,9/2/09,Before Market,6:00:00 AM CDT,JOYG,Q3,0.958,1.21,Verified
9/2/09,9/2/09,Before Market,6:53:00 AM CDT,DHT,Q2,0.16,0.1,Verified
9/2/09,9/2/09,Before Market,7:00:00 AM CDT,BF.A,Q1,<empty>,0.81,Verified
9/2/09,9/2/09,Before Market,7:00:00 AM CDT,BF.B,Q1,0.628,0.81,Verified
9/2/09,9/2/09,Before Market,7:00:00 AM CDT,BTH,Q2,0.335,0.33,Verified
9/2/09,9/2/09,Before Market,7:00:00 AM CDT,SYNO,Q3,0.173,-0.42,Verified
9/2/09,9/2/09,Before Market,7:30:00 AM CDT,BRLI,Q3,0.383,0.46,Verified
9/2/09,9/2/09,After Market,3:00:00 PM CDT,OXM,Q2,0.064,0.03,Verified
9/2/09,9/2/09,After Market,3:00:00 PM CDT,PSS,Q2,0.29,0.29,Verified
9/2/09,9/2/09,After Market,3:01:00 PM CDT,ADEP,Q4,<empty>,-0.4,Verified
9/2/09,9/2/09,After Market,3:05:00 PM CDT,AMSWA,Q1,0.05,0.08,Verified
9/2/09,9/2/09,After Market,3:05:00 PM CDT,SAI,Q2,0.305,0.31,Verified
9/2/09,9/2/09,After Market,3:08:00 PM CDT,CWST,Q1,-0.016,-0.11,Verified
9/2/09,9/2/09,After Market,3:10:00 PM CDT,MATK,Q3,0.263,0.27,Verified
9/2/09,9/2/09,After Market,3:15:00 PM CDT,KFED,Q4,<empty>,<empty>,Verified
9/2/09,9/2/09,After Market,3:17:00 PM CDT,GEF,Q3,0.858,0.88,Verified
9/2/09,9/2/09,After Market,3:30:00 PM CDT,HOV,Q3,-1.543,-2.16,Verified
9/2/09,9/2/09,After Market,3:45:00 PM CDT,TPLM.OB,Q2,-0.01,-0.003,Verified
9/2/09,9/2/09,After Market,4:00:00 PM CDT,ABM,Q3,0.345,0.24,Verified
9/2/09,9/2/09,After Market,8:41:00 PM CDT,LAYN,Q2,0.122,0.23,Verified
9/2/09,9/2/09,After Market,9:00:00 PM CDT,NX,Q3,0.001,0.22,Verified
9/3/09,,After Market,,LGTY,Q1,<empty>,<empty>,Unconfirmed
9/3/09,,During Market,,UFEN.PK,Q2,<empty>,<empty>,Unconfirmed
9/3/09,,After Market,,WIND,Q2,<empty>,<empty>,Unconfirmed
9/3/09,9/3/09,Before Market,6:00:00 AM CDT,AHII,Q4,0.05,-1.21,Verified
9/3/09,9/3/09,Before Market,6:00:00 AM CDT,CIEN,Q3,-0.214,-0.29,Verified
9/3/09,9/3/09,Before Market,6:00:00 AM CDT,JTX,Q1,-0.69,-0.76,Verified
9/3/09,9/3/09,Before Market,6:00:00 AM CDT,MEI,Q1,-0.24,0,Verified
9/3/09,9/3/09,Before Market,6:00:00 AM CDT,PPHM,Q1,<empty>,-0.01,Verified
9/3/09,9/3/09,Before Market,6:30:00 AM CDT,MOV,Q2,-0.235,0.02,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,DLM,Q1,0.034,0.3,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,TGP,Q2,0.457,<empty>,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,TK,Q2,-0.709,2.19,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,TNK,Q2,0.294,0.64,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,TOO,Q2,0.253,<empty>,Verified
9/3/09,9/3/09,Before Market,7:00:00 AM CDT,UTIW,Q2,0.176,0.12,Verified
9/3/09,9/3/09,Before Market,8:00:00 AM CDT,CVGW,Q3,0.16,0.17,Verified
9/3/09,9/3/09,Before Market,8:00:00 AM CDT,LTXC,Q4,-0.113,-0.08,Verified
9/3/09,9/3/09,After Market,3:00:00 PM CDT,CASC,Q2,-0.522,-1.14,Verified
9/3/09,9/3/09,After Market,3:00:00 PM CDT,ESL,Q3,0.899,1.09,Verified
9/3/09,9/3/09,After Market,3:00:00 PM CDT,ZQK,Q3,0.029,0.03,Verified
9/3/09,9/3/09,After Market,3:01:00 PM CDT,COO,Q3,0.621,0.54,Verified
9/3/09,9/3/09,After Market,3:01:00 PM CDT,GIII,Q2,-0.255,-0.17,Verified
9/3/09,9/3/09,After Market,3:01:00 PM CDT,ULTA,Q2,0.048,0.1,Verified
9/3/09,9/3/09,After Market,3:05:00 PM CDT,ARST,Q1,0.029,0.03,Verified
9/3/09,9/3/09,After Market,3:05:00 PM CDT,KKD,Q2,<empty>,-0.03,Verified
9/3/09,9/3/09,After Market,3:15:00 PM CDT,ATAI,Q1,0.075,0.08,Verified
9/3/09,9/3/09,After Market,5:18:00 PM CDT,SNDA,Q2,0.822,0.9,Verified
9/4/09,9/4/09,Before Market,1:00:00 AM CDT,EXXI,Q4,0.01,-0.12,Verified
9/4/09,9/4/09,Before Market,5:00:00 AM CDT,HRB,Q1,-0.367,-0.39,Verified
9/4/09,9/4/09,Before Market,7:00:00 AM CDT,DFZ,Q4,0,0.65,Verified
9/4/09,9/4/09,Before Market,7:31:00 AM CDT,PNY,Q3,-0.108,-0.1,Verified
9/8/09,9/8/09,Before Market,6:00:00 AM CDT,SFD,Q1,-0.546,-0.75,Verified
9/8/09,9/8/09,Before Market,6:30:00 AM CDT,PTN,Q4,0,0,Verified
9/8/09,9/8/09,Before Market,6:30:00 AM CDT,XIN,Q2,0.05,0.02,Verified
9/8/09,9/8/09,Before Market,6:45:00 AM CDT,CHP,Q2,-0.125,-0.21,Verified
9/8/09,9/8/09,Before Market,8:00:00 AM CDT,MFRI,Q2,<empty>,0.55,Verified
9/8/09,9/8/09,During Market,11:11:00 AM CDT,AGX,Q2,<empty>,0.19,Verified
9/8/09,9/8/09,During Market,1:00:00 PM CDT,CHKE,Q2,<empty>,0.32,Verified
