date,ticker,name,reports,period,epsWallStreet,epsEstimize,epsActual,revWallStreet,revEstimize,revActual
1/3/2012,TISI,Team Inc.,AMC,FQ4 ‘11,0.49,,0.53,154.1,,158.27
1/3/2012,PRGS,Progress Software Corp.,AMC,FQ4 ‘11,0.33,,0.36,133.54,,93.54
1/4/2012,SONC,Sonic Corp.,AMC,FQ1 ‘12,0.09,,0.09,129.87,,128.28
1/4/2012,MOS,The Mosaic Company,AMC,FQ4 ‘11,1.28,1.26,1.4,3202,2613,2860
1/5/2012,SHLM,"A. Schulman, Inc.",AMC,FQ1 ‘12,0.42,,0.52,618.8,,517.29
1/5/2012,GPN,Global Payments Inc.,AMC,FQ4 ‘11,0.86,0.88,0.86,525.11,547.71,530.51
1/6/2012,CMC,Commercial Metals Company,BMO,FQ1 ‘12,0.16,,0.2,2053,,1987
1/6/2012,GBX,Greenbrier Companies,BMO,FQ1 ‘12,0.36,,0.48,404.41,,398.2
1/6/2012,AZZ,AZZ Incorporated,BMO,FQ3 ‘12,0.39,,0.39,118.19,,116.49
1/9/2012,WDFC,WD-40 Company,AMC,FQ1 ‘12,0.54,,0.42,86.12,,84.95
1/9/2012,AYI,"Acuity Brands, Inc.",BMO,FQ1 ‘12,0.67,,0.74,466.1,,474.3
1/9/2012,SCHN,Schnitzer Steel Industries Inc.,BMO,FQ1 ‘12,0.23,,0.25,790.27,,812.18
1/10/2012,SNX,SYNNEX Corp.,AMC,FQ4 ‘11,1.14,,1.37,2818,,2841
1/11/2012,LEN,Lennar Corp.,BMO,FQ4 ‘11,0.17,0.19,0.16,913.95,925.64,952.65
1/13/2012,JPM,JPMorgan Chase & Co.,BMO,FQ4 ‘11,0.9,0.97,0.9,22997,23789,22200
1/17/2012,CHKP,Check Point Software Technologies Ltd.,BMO,FQ4 ‘11,0.82,0.81,0.84,355.56,357,356.76
1/17/2012,CREE,Cree Inc.,AMC,FQ2 ‘12,0.26,0.26,0.25,309.85,312.03,304.12
1/17/2012,AMTD,TD Ameritrade Holding Corporation,BMO,FQ1 ‘12,0.26,,0.27,671.47,,653.39
1/17/2012,ADTN,ADTRAN Inc.,AMC,FQ4 ‘11,0.46,,0.48,174.71,,175.29
1/17/2012,WFC,Wells Fargo & Company,BMO,FQ4 ‘11,0.72,0.68,0.73,20075,20533,20610
1/17/2012,C,"Citigroup, Inc.",BMO,FQ4 ‘11,0.5,0.86,0.38,18537,19838,17170
1/18/2012,ASML,ASML Holding NV,BMO,FQ4 ‘11,0.7,,1.15,1555,,1573
1/18/2012,PNC,PNC Financial Services Group Inc.,BMO,FQ4 ‘11,1.41,,1.39,3537,,3550
1/18/2012,PLXS,Plexus Corp.,AMC,FQ1 ‘12,0.48,,0.51,527.78,,529.65
1/18/2012,GS,"The Goldman Sachs Group, Inc.",BMO,FQ4 ‘11,1.46,1.78,1.84,6545,6494,6050
1/18/2012,FAST,Fastenal Company,BMO,FQ4 ‘11,0.3,,0.3,695.7,,697.8
1/18/2012,EBAY,eBay Inc.,AMC,FQ4 ‘11,0.57,0.56,0.6,3321,3334,3380
1/18/2012,USB,U.S. Bancorp,BMO,FQ4 ‘11,0.63,,0.64,4763,,5100
1/18/2012,NTRS,Northern Trust Corporation,BMO,FQ4 ‘11,0.68,,0.7,970.43,,955.6
1/18/2012,STT,State Street Corp.,BMO,FQ4 ‘11,0.94,,0.93,2400,,3320
1/18/2012,XLNX,Xilinx Inc.,AMC,FQ3 ‘12,0.37,0.36,0.41,499.27,496.75,511.09
1/18/2012,BK,The Bank of New York Mellon Corporation,BMO,FQ4 ‘11,0.54,,0.42,3747,,3570
1/18/2012,FFIV,"F5 Networks, Inc.",AMC,FQ1 ‘12,1.01,1.02,1.03,319.15,319.42,322.43
1/18/2012,APH,Amphenol Corporation,BMO,FQ4 ‘11,0.35,0.36,0.37,932.26,947.34,948.71
1/18/2012,FUL,HB Fuller Co.,AMC,FQ4 ‘11,0.59,,0.56,416.87,,401.55
1/18/2012,SCHW,Charles Schwab Corp.,BMO,FQ4 ‘11,0.13,,0.13,1108,,1113
1/19/2012,EZPW,EZCORP Inc.,AMC,FQ1 ‘12,0.81,,0.78,249.07,,248.87
1/19/2012,DGII,Digi International Inc.,AMC,FQ1 ‘12,0.09,,0.03,51.14,,46.66
1/19/2012,HOMB,"Home Bancshares, Inc.",BMO,FQ4 ‘11,0.13,,0.13,45.9,,54.39
1/20/2012,GE,General Electric Co.,BMO,FQ4 ‘11,0.38,0.39,0.39,40033,40461,37973
1/20/2012,STI,"SunTrust Banks, Inc.",BMO,FQ4 ‘11,0.27,,0.28,2094,,2260
1/20/2012,SLB,Schlumberger Limited,BMO,FQ4 ‘11,1.09,1.1,1.1,10782,10827,10336
1/23/2012,CSX,CSX Corp.,AMC,FQ4 ‘11,0.44,,0.43,2991,,2951
1/23/2012,VMW,"VMware, Inc.",AMC,FQ4 ‘12,0.6,0.63,0.62,1049,1095,1060
1/23/2012,HAL,Halliburton Company,BMO,FQ4 ‘11,0.99,1,1,6814,6781,7064
1/23/2012,JJSF,J&J Snack Foods Corp.,AMC,FQ1 ‘12,0.4,,0.29,169.4,,172.69
1/23/2012,WDC,Western Digital Corp.,AMC,FQ2 ‘12,0.72,,0.61,1838,,1995
1/23/2012,ALB,Albemarle Corp.,AMC,FQ4 ‘11,1.09,,0.51,699.8,,707.39
1/23/2012,STBA,S&T Bancorp Inc.,BMO,FQ4 ‘11,0.37,,0.33,44.87,,51.83
1/23/2012,PKG,Packaging Corp. of America,AMC,FQ4 ‘11,0.37,,0.4,637.11,,654.3
1/23/2012,TXN,Texas Instruments Inc.,AMC,FQ4 ‘11,0.39,,0.48,3254,,3420
1/23/2012,KSU,Kansas City Southern,AMC,FQ4 ‘11,0.79,,0.77,549.7,,530.3
1/23/2012,WWD,"Woodward, Inc.",AMC,FQ1 ‘12,0.45,,0.4,424.85,,407.9
1/23/2012,STM,STMicroelectronics NV,AMC,FQ4 ‘11,0.03,,-0.01,2230,,2191
1/23/2012,TWIN,Twin Disc Inc.,BMO,FQ2 ‘12,0.6,,0.5,89.88,,82.94
1/24/2012,MDP,Meredith Corp.,BMO,FQ2 ‘12,0.67,,0.7,342.28,,328.72
1/24/2012,SMCI,"Super Micro Computer, Inc.",AMC,FQ2 ‘12,0.25,,0.25,249.75,,249.92
1/24/2012,MRTN,Marten Transport Ltd.,AMC,FQ4 ‘11,0.12,,0.14,156.57,,158.34
1/24/2012,ASH,Ashland Global Holdings Inc.,BMO,FQ1 ‘12,0.98,,1.2,1986,,1930
1/24/2012,APD,Air Products & Chemicals Inc.,BMO,FQ1 ‘12,1.36,,1.26,2525,,2322
1/24/2012,ETH,Ethan Allen Interiors Inc.,AMC,FQ2 ‘12,0.27,,0.3,191.39,,183.28
1/24/2012,EFII,"Electronics for Imaging, Inc.",AMC,FQ4 ‘11,0.33,,0.36,159.65,,163.06
1/25/2012,FCFS,"FirstCash, Inc.",BMO,FQ4 ‘11,0.7,,0.69,148.75,,144.98
1/25/2012,MUR,Murphy Oil Corporation,AMC,FQ4 ‘11,1.41,,1.31,6418,,6761
1/25/2012,HES,Hess Corporation,BMO,FQ4 ‘11,1.33,,1.17,9230,,9733
1/25/2012,RES,RPC Inc.,BMO,FQ4 ‘11,0.42,,0.34,534.32,,482.78
1/25/2012,QTM,Quantum Corporation,AMC,FQ3 ‘12,0.24,,0.4,171.11,,173.49
1/25/2012,ROL,Rollins Inc.,BMO,FQ4 ‘11,0.1,,0.1,290.76,,289.06
1/25/2012,VAR,Varian Medical Systems Inc.,AMC,FQ1 ‘12,0.76,,0.79,633.26,,625.3
1/25/2012,COHR,Coherent Inc.,AMC,FQ1 ‘12,0.82,,0.82,194.52,,190.77
1/25/2012,UGI,UGI Corp.,BMO,FQ1 ‘12,0.71,,0.51,2155,,1689
1/25/2012,KNX,Knight-Swift Transportation Holdings Inc.,AMC,FQ4 ‘11,0.21,,0.22,218.82,,224.1
1/25/2012,CTS,CTS Corporation,AMC,FQ4 ‘11,0.23,,0.15,158.25,,144
1/25/2012,WRLD,World Acceptance Corp.,BMO,FQ3 ‘12,1.32,,1.3,139.55,,135.95
1/25/2012,OXY,Occidental Petroleum Corporation,BMO,FQ4 ‘11,1.96,,2.02,5765,,6034
1/25/2012,ATI,Allegheny Technologies Inc.,BMO,FQ4 ‘11,0.54,,0.31,1305,,1251
1/25/2012,SO,Southern Company,BMO,FQ4 ‘11,0.3,,0.3,4010,,3696
1/25/2012,DOV,Dover Corp.,BMO,FQ4 ‘11,1.02,,1.07,2049,,2004
1/25/2012,PX,Praxair Inc.,BMO,FQ4 ‘11,1.37,1.35,1.36,2839,2844,2796
1/25/2012,TXT,Textron Inc.,BMO,FQ4 ‘11,0.34,,0.49,3237,,3254
1/25/2012,LKFN,Lakeland Financial Corp.,BMO,FQ4 ‘11,0.36,,0.38,28.84,,34.89
1/25/2012,AIT,"Applied Industrial Technologies, Inc.",BMO,FQ2 ‘12,0.54,,0.56,570.85,,570.4
1/26/2012,CPSI,Computer Programs & Systems Inc.,AMC,FQ4 ‘11,0.59,,0.59,44.48,,42.21
1/26/2012,MXIM,Maxim Integrated Products Inc.,AMC,FQ2 ‘12,0.32,,0.34,596.21,,591.36
1/26/2012,NUE,Nucor Corporation,BMO,FQ4 ‘11,0.29,,0.37,4771,,4830
1/26/2012,OMCL,Omnicell Inc.,AMC,FQ4 ‘11,0.16,,0.19,63.14,,62.93
1/26/2012,LSCC,Lattice Semiconductor Corporation,AMC,FQ4 ‘11,0.04,,0.05,68.95,,70.17
1/26/2012,BGG,Briggs & Stratton Corp.,BMO,FQ2 ‘12,0.05,,0.05,457.06,,447.95
1/26/2012,ABC,AmerisourceBergen Corporation,BMO,FQ1 ‘12,0.63,,0.59,19993,,20196
1/26/2012,DLX,Deluxe Corp.,BMO,FQ4 ‘11,0.81,,0.83,365.46,,366.4
1/26/2012,QSII,Quality Systems Inc.,BMO,FQ3 ‘12,0.36,,0.36,110.67,,112.77
1/26/2012,RMD,ResMed Inc.,AMC,FQ2 ‘12,0.38,,0.48,339.62,,332.74
1/26/2012,FII,"Federated Investors, Inc.",AMC,FQ4 ‘11,0.39,,0.36,225.09,,216.41
1/26/2012,CLS,Celestica Inc.,AMC,FQ4 ‘11,0.23,,0.33,1780,,1753
1/26/2012,ETN,Eaton Corporation,BMO,FQ4 ‘11,1.11,,1.08,4163,,4033
1/26/2012,WERN,Werner Enterprises Inc.,AMC,FQ4 ‘11,0.39,,0.4,507.45,,507.94
1/26/2012,MATW,Matthews International Corporation,AMC,FQ1 ‘12,0.38,,0.47,213.04,,217.21
1/26/2012,EMN,Eastman Chemical Co.,AMC,FQ4 ‘11,0.8,,0.71,1637,,1723
1/26/2012,SCSC,"ScanSource, Inc.",AMC,FQ2 ‘12,0.69,,0.77,778.9,,782.68
1/26/2012,AME,Ametek Inc.,BMO,FQ4 ‘11,0.41,,0.42,765.05,,762.75
1/26/2012,KMT,Kennametal Inc.,BMO,FQ2 ‘12,0.79,,0.91,639.67,,641.74
1/26/2012,CP,Canadian Pacific Railway Limited,BMO,FQ4 ‘11,1.09,,1.08,1370,,1408
1/26/2012,AVT,Avnet Inc.,BMO,FQ2 ‘12,1.04,,1.15,6738,,6694
1/26/2012,CNX,CONSOL Energy Inc.,BMO,FQ4 ‘11,0.64,,0.7,1440,,1542
1/26/2012,TKR,Timken Co.,AMC,FQ4 ‘11,1.07,,1.11,1270,,1265
1/26/2012,FICO,Fair Isaac Corp.,AMC,FQ1 ‘12,0.62,,0.81,158.95,,170.35
1/26/2012,BLL,Ball Corporation,BMO,FQ4 ‘11,0.54,,0.48,2075,,2052
1/26/2012,WCC,WESCO International Inc.,BMO,FQ4 ‘11,0.97,,1.12,1527,,1590
1/26/2012,TNAV,"TeleNav, Inc.",AMC,FQ2 ‘12,0.13,,0.26,51.42,,53.17
1/26/2012,RMBS,Rambus Inc.,AMC,FQ4 ‘11,-0.03,,0.08,82,,83.36
1/26/2012,RGS,Regis Corp.,BMO,FQ2 ‘12,0.24,,0.32,563.13,,563.28
1/26/2012,AN,AutoNation Inc.,BMO,FQ4 ‘11,0.48,,0.51,3547,,3678
1/26/2012,LANC,Lancaster Colony Corporation,BMO,FQ2 ‘12,1.17,,1.05,322.53,,311.79
1/26/2012,ESIO,Electro Scientific Industries Inc.,AMC,FQ3 ‘12,-0.06,,0.02,50.5,,49.81
1/26/2012,CY,Cypress Semiconductor Corporation,BMO,FQ4 ‘11,0.28,,0.32,237.1,,242.37
1/26/2012,BAX,Baxter International Inc.,BMO,FQ4 ‘11,1.17,,1.17,3579,,3594
1/26/2012,HUBG,Hub Group Inc.,AMC,FQ4 ‘11,0.46,,0.48,758.17,,762.78
1/26/2012,CCMP,Cabot Microelectronics Corp.,BMO,FQ1 ‘12,0.47,,0.52,106,,102.12
1/26/2012,HSC,Harsco Corporation,BMO,FQ4 ‘11,0.3,,0.36,804.1,,792.73
1/26/2012,CRR,CARBO Ceramics Inc.,BMO,FQ4 ‘11,1.73,,1.43,179.24,,158.12
1/26/2012,EQT,EQT Corporation,BMO,FQ4 ‘11,0.55,,0.6,357.45,,383.93
1/26/2012,ISCA,International Speedway Corp.,BMO,FQ4 ‘11,0.58,,0.6,188.1,,191.94
1/26/2012,KLAC,KLA-Tencor Corporation,AMC,FQ2 ‘12,0.66,,0.72,763.6,,642.48
1/26/2012,GDOT,Green Dot Corporation,AMC,FQ4 ‘11,0.4,,0.4,127.89,,119.67
1/26/2012,NMM,Navios Maritime Partners L.P.,BMO,FQ4 ‘11,0.34,,0.35,48.27,,50.46
1/26/2012,VRSN,"VeriSign, Inc.",AMC,FQ4 ‘11,0.41,,0.4,203.52,,203.65
1/26/2012,TDY,Teledyne Technologies Inc.,BMO,FQ4 ‘11,0.86,,0.99,497.36,,474.5
1/26/2012,SHW,The Sherwin-Williams Company,BMO,FQ4 ‘11,0.84,,0.9,2054,,2070
1/26/2012,ABAX,Abaxis Inc.,AMC,FQ3 ‘12,0.16,,0.13,40.95,,37.85
1/26/2012,CRS,Carpenter Technology Corp.,BMO,FQ2 ‘12,0.51,,0.57,434.93,,431.1
1/26/2012,RHI,Robert Half International Inc.,AMC,FQ4 ‘11,0.31,,0.3,986.54,,973.47
1/30/2012,TGI,"Triumph Group, Inc.",AMC,FQ3 ‘12,1.12,,1.29,831.3,,825.96
1/30/2012,RCII,Rent-A-Center Inc.,AMC,FQ4 ‘11,0.82,,0.85,742.16,,737.48
1/30/2012,GGG,Graco Inc.,AMC,FQ4 ‘11,0.17,,0.17,235.68,,215.59
1/30/2012,HOLX,Hologic Inc.,AMC,FQ1 ‘12,0.32,,0.34,466.39,,472.71
1/30/2012,AEIS,"Advanced Energy Industries, Inc.",AMC,FQ4 ‘11,-0.06,,0.01,113.31,,112.5
1/30/2012,ICUI,"ICU Medical, Inc.",AMC,FQ4 ‘11,0.62,,0.7,78.3,,76.47
1/30/2012,WEN,The Wendy's Company,BMO,FQ4 ‘11,0.04,,0.04,613.19,,615
1/30/2012,OLN,Olin Corp.,AMC,FQ4 ‘11,0.23,,0.23,414.48,,445.8
1/30/2012,ALGN,Align Technology Inc.,AMC,FQ4 ‘11,0.22,,0.28,127.72,,128.91
1/30/2012,MCK,McKesson Corporation,AMC,FQ3 ‘12,1.38,,1.4,30078,,30839
1/30/2012,WWW,Wolverine World Wide Inc.,BMO,FQ4 ‘11,0.23,,0.24,407.04,,406.47
1/30/2012,GCI,"Gannett Co., Inc.",BMO,FQ4 ‘11,0.69,,0.72,1395,,1388
1/30/2012,IDTI,"Integrated Device Technology, Inc.",AMC,FQ3 ‘12,0.01,,0.06,120.75,,119.98
1/30/2012,HAE,Haemonetics Corp.,BMO,FQ3 ‘12,0.82,,0.43,186.21,,191.16
1/31/2012,AFL,AFLAC Inc.,AMC,FQ4 ‘11,0.76,,0.74,6056,,5979
1/31/2012,MWA,"Mueller Water Products, Inc.",AMC,FQ1 ‘12,-0.07,,-0.04,308.33,,215.4
1/31/2012,MTW,Manitowoc Co. Inc.,AMC,FQ4 ‘11,0.52,,0.56,955.71,,1035
1/31/2012,VRTU,Virtusa  Corp.,AMC,FQ3 ‘12,0.2,,0.22,71.91,,72.18
1/31/2012,NATI,National Instruments Corporation,AMC,FQ4 ‘11,0.21,,0.27,281.39,,278.05
1/31/2012,TECH,Techne Corp.,BMO,FQ2 ‘12,0.79,,0.76,76.52,,74.66
1/31/2012,AXE,Anixter International Inc.,BMO,FQ4 ‘11,1.41,,1.43,1538,,1499
1/31/2012,GNTX,Gentex Corp.,BMO,FQ4 ‘11,0.15,,0.14,273.15,,260.35
1/31/2012,PLT,"Plantronics, Inc.",AMC,FQ3 ‘12,0.68,,0.75,182.19,,183.24
1/31/2012,ACXM,Acxiom Corporation,AMC,FQ3 ‘12,0.2,,0.21,306.37,,280.89
1/31/2012,WDR,Waddell & Reed Financial Inc.,BMO,FQ4 ‘11,0.48,,0.46,266.81,,272.56
1/31/2012,AJG,Arthur J Gallagher & Co.,AMC,FQ4 ‘11,0.34,,0.39,546.53,,578.4
1/31/2012,IMO,Imperial Oil Ltd.,BMO,FQ4 ‘11,1.05,,1.02,9407,,8124
1/31/2012,UIS,Unisys Corporation,AMC,FQ4 ‘11,1.5,,2.08,1018,,985.3
1/31/2012,KLIC,Kulicke & Soffa Industries Inc.,BMO,FQ1 ‘12,0.04,,0.11,116.23,,120.02
1/31/2012,JLL,Jones Lang Lasalle Inc.,AMC,FQ4 ‘11,2.21,,2.56,1115,,1148
1/31/2012,HLIT,Harmonic Inc.,AMC,FQ4 ‘11,0.09,,0.12,140.49,,143.63
1/31/2012,AMG,Affiliated Managers Group Inc.,BMO,FQ4 ‘11,1.74,,1.59,422.35,,402.4
1/31/2012,QGEN,Qiagen NV,AMC,FQ4 ‘11,0.29,,0.32,323.24,,334.4
1/31/2012,DHR,Danaher Corp.,BMO,FQ4 ‘11,0.78,,0.81,4752,,4717
1/31/2012,CEVA,CEVA Inc.,BMO,FQ4 ‘11,0.22,,0.26,14.86,,15.95
1/31/2012,SLGN,Silgan Holdings Inc.,AMC,FQ4 ‘11,0.54,,0.56,815.07,,835.9
1/31/2012,HRS,Harris Corp.,BMO,FQ2 ‘12,1.18,,1.26,1506,,1310
1/31/2012,AVY,Avery Dennison Corporation,BMO,FQ4 ‘11,0.46,,0.36,1603,,1455
1/31/2012,MYGN,Myriad Genetics Inc.,AMC,FQ2 ‘12,0.31,,0.33,115.29,,122.81
1/31/2012,ETR,Entergy Corporation,BMO,FQ4 ‘11,0.96,,0.94,2562,,2489
1/31/2012,PCAR,PACCAR Inc.,BMO,FQ4 ‘11,0.79,,0.91,4236,,4854
1/31/2012,CHRW,CH Robinson Worldwide Inc.,AMC,FQ4 ‘11,0.68,,0.67,2628,,2568
1/31/2012,JKHY,Jack Henry & Associates Inc.,AMC,FQ2 ‘12,0.43,,0.44,256.18,,255.86
1/31/2012,OSK,Oshkosh Corporation,BMO,FQ1 ‘12,0.33,,0.41,1856,,1868
2/1/2012,NEU,NewMarket Corp.,AMC,FQ4 ‘11,3.42,,2.57,519.16,,505.56
2/1/2012,GRA,W.R. Grace & Co.,BMO,FQ4 ‘11,0.89,,0.89,693,,825.6
2/1/2012,TUP,Tupperware Brands Corporation,BMO,FQ4 ‘11,1.53,,1.5,689.51,,676.1
2/1/2012,NI,NiSource Inc.,BMO,FQ4 ‘11,0.36,,0.31,1542,,1491
2/1/2012,TTEK,Tetra Tech Inc.,AMC,FQ1 ‘12,0.36,,0.36,473.1,,682.63
2/1/2012,SFLY,"Shutterfly, Inc.",AMC,FQ4 ‘11,0.82,,1.48,260.83,,263.75
2/1/2012,CBT,Cabot Corp.,AMC,FQ1 ‘12,0.55,,0.63,809,,762
2/1/2012,LQDT,"Liquidity Services, Inc.",BMO,FQ1 ‘12,0.27,,0.37,102.78,,106.03
2/1/2012,MKSI,MKS Instruments Inc.,AMC,FQ4 ‘11,0.24,,0.38,153.82,,171.67
2/1/2012,MAN,ManpowerGroup,BMO,FQ4 ‘11,0.87,,0.98,5544,,5484
2/1/2012,EPD,Enterprise Products Partners LP,BMO,FQ4 ‘11,0.28,,0.41,10622,,11586
2/1/2012,SWM,Schweitzer-Mauduit International Inc.,AMC,FQ4 ‘11,1.86,,1.33,232.23,,218.1
2/1/2012,ST,Sensata Technologies Holding NV,BMO,FQ4 ‘11,0.44,,0.45,446.63,,453.37
2/1/2012,MDU,MDU Resources Group Inc.,AMC,FQ4 ‘11,0.32,,0.39,1077,,1066
2/1/2012,CCK,Crown Holdings Inc.,AMC,FQ4 ‘11,0.47,,0.48,2068,,2058
2/1/2012,NDAQ,Nasdaq OMX Group Inc.,BMO,FQ4 ‘11,0.61,,0.63,417.16,,
2/1/2012,TMO,"Thermo Fisher Scientific, Inc.",BMO,FQ4 ‘11,1.15,,1.18,3077,,3134
2/1/2012,AIZ,Assurant Inc.,AMC,FQ4 ‘11,1.37,,1.65,2071,,2112
2/1/2012,ENTG,"Entegris, Inc.",BMO,FQ4 ‘11,0.13,,0.16,161.66,,163.92
2/1/2012,BEN,Franklin Resources Inc.,BMO,FQ1 ‘12,0.7,,0.73,1706,,1702
2/1/2012,BOKF,BOK Financial Corp.,BMO,FQ4 ‘11,1.1,,0.98,312.78,,336.07
2/1/2012,OTEX,Open Text Corp.,AMC,FQ2 ‘12,0.31,,0.35,312.72,,321.46
2/1/2012,AMP,Ameriprise Financial Inc.,AMC,FQ4 ‘11,1.39,,1.33,2534,,2593
2/1/2012,CACI,CACI International Inc.,AMC,FQ2 ‘12,1.3,,1.51,952.78,,973.24
2/2/2012,MTOR,"Meritor, Inc.",BMO,FQ1 ‘12,0.2,,0.12,1107,,1159
2/2/2012,NUS,Nu Skin Enterprises Inc.,BMO,FQ4 ‘11,0.72,,0.76,480.78,,495.3
2/2/2012,BKH,Black Hills Corporation,AMC,FQ4 ‘11,0.58,,0.46,331.25,,361.18
2/2/2012,CI,CIGNA Corporation,BMO,FQ4 ‘11,1.18,,1.11,5507,,5463
2/2/2012,KEM,KEMET Corp.,BMO,FQ3 ‘12,0.06,,0.04,218.18,,218.8
2/2/2012,ACM,AECOM Technology Corporation,BMO,FQ1 ‘12,0.47,,0.42,1933,,2029
2/2/2012,EXP,Eagle Materials Inc.,BMO,FQ3 ‘12,0.12,,0.2,113.51,,123.6
2/2/2012,CSL,Carlisle Companies Inc.,BMO,FQ4 ‘11,0.63,,0.67,744.55,,789.6
2/2/2012,DHX,"Dice Holdings, Inc.",BMO,FQ4 ‘11,0.15,,0.15,47.3,,47.36
2/2/2012,BSX,Boston Scientific Corporation,BMO,FQ4 ‘11,0.08,,0.13,1908,,1848
2/2/2012,MSCI,MSCI Inc.,BMO,FQ4 ‘11,0.44,,0.45,227.36,,226.13
2/2/2012,LSTR,Landstar System Inc.,BMO,FQ4 ‘11,0.66,,0.7,685.32,,717.93
2/2/2012,SSD,"Simpson Manufacturing Co., Inc.",AMC,FQ4 ‘11,0.11,,0.1,131.79,,130.73
2/2/2012,WEC,Wisconsin Energy Corp.,BMO,FQ4 ‘11,0.47,,0.49,1099,,1113
2/2/2012,SBH,Sally Beauty Holdings Inc.,BMO,FQ1 ‘12,0.26,,0.29,852.25,,864.82
2/2/2012,CME,CME Group Inc.,BMO,FQ4 ‘11,3.67,,0.71,750,,736.5
2/2/2012,BCO,Brinks Co.,BMO,FQ4 ‘11,0.63,,0.56,1046,,997.1
2/2/2012,SRCL,"Stericycle, Inc.",AMC,FQ4 ‘11,0.74,,0.76,443,,446.56
2/2/2012,SIMO,Silicon Motion Technology Corp.,AMC,FQ4 ‘11,0.34,,0.47,60.39,,67.1
2/2/2012,TRMB,Trimble Inc,AMC,FQ4 ‘11,0.43,,0.54,419.1,,435.17
2/2/2012,NYT,The New York Times Company,BMO,FQ4 ‘11,0.42,,0.45,646.39,,642.96
2/2/2012,CX,"CEMEX, S.A.B. de C.V.",BMO,FQ4 ‘11,-0.16,,-0.13,3606,,3621
2/2/2012,ODFL,Old Dominion Freight Line Inc.,BMO,FQ4 ‘11,0.57,,0.46,479.13,,485.13
2/2/2012,EGOV,NIC Inc.,AMC,FQ4 ‘11,0.08,,0.08,46.24,,45.05
2/2/2012,IVC,Invacare Corporation,BMO,FQ4 ‘11,0.66,,0.69,465.1,,449.7
2/2/2012,CAH,"Cardinal Health, Inc.",BMO,FQ2 ‘12,0.76,,0.81,26887,,27078
2/2/2012,PKI,PerkinElmer Inc.,AMC,FQ4 ‘11,0.51,,0.62,537.06,,540.19
2/2/2012,R,"Ryder System, Inc.",BMO,FQ4 ‘11,0.97,,0.97,1538,,1541
2/2/2012,MD,"MEDNAX, Inc.",BMO,FQ4 ‘11,1.19,,1.19,409.51,,404.9
2/2/2012,SPH,Suburban Propane Partners LP,BMO,FQ1 ‘12,1.08,,0.65,337.15,,299.89
2/2/2012,PTEN,Patterson-UTI Energy Inc.,BMO,FQ4 ‘11,0.62,,0.61,727.32,,724.65
2/2/2012,INFN,Infinera Corporation,AMC,FQ4 ‘11,-0.23,,-0.06,97.41,,112.01
2/2/2012,LII,"Lennox International, Inc.",BMO,FQ4 ‘11,0.49,,0.51,800.06,,755.8
2/2/2012,MDC,MDC Holdings Inc.,BMO,FQ4 ‘11,-0.47,,-0.4,249.16,,247.38
2/2/2012,BRS,"Bristow Group, Inc.",AMC,FQ3 ‘12,0.88,,0.76,346.97,,331.34
2/2/2012,PHM,"PulteGroup, Inc.",BMO,FQ4 ‘11,0.08,,0.11,1138,,1262
2/2/2012,XEL,Xcel Energy Inc.,BMO,FQ4 ‘11,0.3,,0.29,2745,,2568
2/2/2012,NFG,National Fuel Gas Co.,AMC,FQ1 ‘12,0.85,,0.7,487.13,,432.42
2/2/2012,GNW,Genworth Financial Inc.,AMC,FQ4 ‘11,0.18,,0.21,2580,,2600
2/2/2012,PFG,Principal Financial Group Inc.,AMC,FQ4 ‘11,0.75,,0.71,2098,,2059
2/2/2012,EVR,Evercore Partners Inc.,BMO,FQ4 ‘11,0.28,,0.32,130.44,,112.78
2/2/2012,MTSC,MTS Systems Corp.,AMC,FQ1 ‘12,0.83,,0.98,122.99,,133.7
2/2/2012,POWI,Power Integrations Inc.,AMC,FQ4 ‘11,0.27,,0.29,66.16,,66.73
2/2/2012,RGLD,"Royal Gold, Inc.",BMO,FQ2 ‘12,0.48,,0.42,73.31,,68.84
2/2/2012,IP,International Paper Co.,BMO,FQ4 ‘11,0.61,,0.72,6497,,6367
2/2/2012,MTX,Minerals Technologies Inc.,AMC,FQ4 ‘11,0.44,,0.53,255,,251.74
2/2/2012,CATM,Cardtronics plc,AMC,FQ4 ‘11,0.36,,0.36,167.48,,174.18
2/2/2012,KEX,Kirby Corporation,AMC,FQ4 ‘11,1,,1.02,557.51,,550.15
2/2/2012,HAYN,Haynes International Inc.,AMC,FQ1 ‘12,0.79,,0.68,137.73,,128.85
2/2/2012,MMS,"MAXIMUS, Inc.",BMO,FQ1 ‘12,0.27,,0.26,246.54,,239.6
2/2/2012,WBC,WABCO Holdings Inc.,BMO,FQ4 ‘11,1.17,,1.21,716.76,,672
2/2/2012,MCHP,Microchip Technology Inc.,AMC,FQ3 ‘12,0.37,,0.42,328.72,,329.16
2/3/2012,UFS,Domtar Corporation,BMO,FQ4 ‘11,1.14,,1.25,1357,,1369
2/3/2012,MGI,Moneygram International Inc.,BMO,FQ4 ‘11,0.17,,0.32,324.96,,321.85
2/3/2012,SEP,"Spectra Energy Partners, LP",BMO,FQ4 ‘11,0.39,,0.38,59.42,,57.9
2/3/2012,MOD,Modine Manufacturing Company,BMO,FQ3 ‘12,0.28,,0.17,414.38,,373.28
2/3/2012,SPB,"Spectrum Brands Holdings, Inc.",BMO,FQ1 ‘12,0.58,,0.69,880.64,,848.7
