date,ticker,name,reports,period,epsWallStreet,epsEstimize,epsActual,revWallStreet,revEstimize,revActual
11/5/2013,ATRO,Astronics Corporation,BMO,FQ3 ‘13,0.38,,0.39,92.91,,89.68
11/5/2013,OZM,Och-Ziff Capital Management Group LLC,BMO,FQ3 ‘13,0.2,,0.27,172.34,,256.9
11/5/2013,MIDD,Middleby Corp.,AMC,FQ3 ‘13,0.66,0.67,0.73,348.1,354.22,360.01
11/5/2013,LYV,"Live Nation Entertainment, Inc.",AMC,FQ3 ‘13,0.38,,0.22,2127,,262.2
11/5/2013,DVA,"DaVita, Inc.",AMC,FQ3 ‘13,0.96,0.96,0.98,2964,2961,3000
11/5/2013,HZO,Marinemax Inc,BMO,FQ4 ‘13,-0.04,,0.21,,,149.68
11/5/2013,BOFI,"BofI Holding, Inc.",BMO,FQ1 ‘14,0.85,,0.85,,,28.11
11/5/2013,EXPD,Expeditors International of Washington Inc.,BMO,FQ3 ‘13,0.49,,0.45,1577,,1535
11/5/2013,INSM,Insmed Incorporated,BMO,FQ3 ‘13,-0.41,,-0.46,0,,0
11/5/2013,HCA,"HCA Healthcare, Inc.",BMO,FQ3 ‘13,0.79,,0.79,8447,,8456
11/5/2013,JCOM,"j2 Global Communications, Inc.",AMC,FQ3 ‘13,0.7,0.73,0.64,130.67,135.07,127.8
11/5/2013,MYGN,Myriad Genetics Inc.,AMC,FQ1 ‘14,0.46,0.48,0.68,168.2,168.03,202.5
11/5/2013,RNR,RenaissanceRe Holdings Ltd.,AMC,FQ3 ‘13,2.32,,3.36,,,391
11/6/2013,ENB,Enbridge Inc.,BMO,FQ3 ‘13,0.36,,0.34,6427,,8998
11/6/2013,CLH,"Clean Harbors, Inc.",BMO,FQ3 ‘13,0.66,,0.58,892.63,,907.54
11/6/2013,AWK,"American Water Works Company, Inc.",AMC,FQ3 ‘13,0.85,,0.84,864.99,,829.2
11/6/2013,FSS,Federal Signal Corp.,BMO,FQ3 ‘13,0.17,,0.26,193.8,,209.3
11/6/2013,BREW,"Craft Brew Alliance, Inc.",AMC,FQ3 ‘13,0.09,,0.1,,,49.4
11/6/2013,HSKA,Heska Corporation,AMC,FQ3 ‘13,-0.11,,0.04,,,17.6
11/6/2013,MEET,"The Meet Group, Inc.",BMO,FQ3 ‘13,,,-0.04,,,10.1
11/6/2013,WES,Western Gas Partners LP,AMC,FQ3 ‘13,0.43,,0.53,269.23,,278
11/6/2013,KELYA,"Kelly Services, Inc.",BMO,FQ3 ‘13,0.36,,0.51,1380,,1350
11/6/2013,HFC,HollyFrontier Corporation,BMO,FQ3 ‘13,0.65,,0.41,5077,,5327
11/6/2013,AVA,Avista Corp.,BMO,FQ3 ‘13,0.15,,0.19,348.06,,335.9
11/6/2013,EE,El Paso Electric Co.,BMO,FQ3 ‘13,1.29,,1.26,273.8,,196
11/6/2013,MMC,"Marsh & McLennan Companies, Inc.",BMO,FQ3 ‘13,0.46,,0.45,2957,,2932
11/6/2013,WTI,W&T Offshore Inc.,AMC,FQ3 ‘13,0.23,,0.2,238.62,,244.56
11/6/2013,CCRN,"Cross Country Healthcare, Inc.",AMC,FQ3 ‘13,-0.01,,0.03,,,108.05
11/6/2013,VG,Vonage Holdings Corporation,BMO,FQ3 ‘13,0.08,,0.04,208.59,,204
11/6/2013,ENV,"Envestnet, Inc.",AMC,FQ3 ‘13,0.14,,0.14,69.39,,69.9
11/6/2013,FOXF,Fox Factory Holding Corp,AMC,FQ3 ‘13,0.3,,0.27,80.78,,83.2
11/6/2013,NNBR,"NN, Inc.",BMO,FQ3 ‘13,0.22,,0.29,,,93.02
11/6/2013,LHCG,"LHC Group, Inc.",AMC,FQ3 ‘13,0.31,,0.31,167.41,,164.7
11/6/2013,BKD,Brookdale Senior Living Inc.,AMC,FQ3 ‘13,-0.02,,-0.01,726.07,,729
11/6/2013,MATX,"Matson, Inc.",AMC,FQ3 ‘13,0.48,,,423.77,,
11/6/2013,VPG,"Vishay Precision Group, Inc.",BMO,FQ3 ‘13,,,0.44,,,57.7
11/6/2013,ATO,Atmos Energy Corporation,AMC,FQ4 ‘13,0.11,,0.88,575.4,,1034
11/6/2013,MYRG,"MYR Group, Inc.",AMC,FQ3 ‘13,0.44,,0.45,223.55,,232.89
11/6/2013,HURN,Huron Consulting Group Inc.,AMC,FQ3 ‘13,0.69,,0.65,171.62,,174.7
11/6/2013,JONE,"Jones Energy, Inc.",AMC,FQ3 ‘13,0.35,,-0.07,,,68.85
11/6/2013,OGE,OGE Energy Corp.,BMO,FQ3 ‘13,,,1.08,,,723.2
11/6/2013,PRU,"Prudential Financial, Inc.",AMC,FQ3 ‘13,2.1,,2.94,12106,,10816
11/6/2013,MHLD,"Maiden Holdings, Ltd.",AMC,FQ3 ‘13,0.29,,0.31,,,535.1
11/6/2013,DK,Delek US Holdings Inc.,AMC,FQ3 ‘13,0.05,0.06,0.04,2214,2298,2377
11/6/2013,OSUR,OraSure Technologies Inc.,AMC,FQ3 ‘13,-0.1,,-0.03,24.18,,24.7
11/6/2013,CNP,"CenterPoint Energy, Inc.",BMO,FQ3 ‘13,0.35,,0.35,1822,,1640
11/6/2013,MGA,"Magna International, Inc.",BMO,FQ3 ‘13,1.33,,1.39,,,8340
11/6/2013,INXN,Interxion Holding NV,BMO,FQ3 ‘13,-0.03,,0.1,105.14,,78.1
11/6/2013,HCLP,Hi-Crush Partners LP,BMO,FQ3 ‘13,0.66,,0.52,52.07,,43.5
11/6/2013,CLR,Continental Resources Inc.,AMC,FQ3 ‘13,0.74,,0.81,965.18,,1028
11/6/2013,ABMD,Abiomed Inc.,BMO,FQ2 ‘14,0.03,,0.03,43.97,,44.3
11/6/2013,CVG,Convergys Corporation,AMC,FQ3 ‘13,0.27,,0.27,523.65,,521
11/6/2013,IPAR,Inter Parfums Inc.,AMC,FQ3 ‘13,0.08,,0.25,101.1,,126.8
11/6/2013,GTS,Triple-S Management Corporation,BMO,FQ3 ‘13,0.39,,0.68,580.5,,596.7
11/6/2013,AXAS,Abraxas Petroleum Corp.,BMO,FQ3 ‘13,0.04,,0.09,25.14,,29.1
11/6/2013,ANDE,"The Andersons, Inc.",AMC,FQ3 ‘13,0.41,,0.61,1037,,1181
11/6/2013,INWK,InnerWorkings Inc.,AMC,FQ3 ‘13,0.15,,0.14,237.2,,232.6
11/6/2013,CPE,Callon Petroleum Company,AMC,FQ3 ‘13,-0.02,,0.03,,,27
11/6/2013,TSEM,Tower Semiconductor Ltd.,BMO,FQ3 ‘13,0.07,,0.26,,,132.6
11/6/2013,PHH,PHH Corporation,AMC,FQ3 ‘13,0.28,,-0.78,690.58,,615
11/6/2013,PRA,ProAssurance Corporation,AMC,FQ3 ‘13,0.82,,0.88,,,181.5
11/6/2013,EOG,"EOG Resources, Inc.",AMC,FQ3 ‘13,1.01,,1.16,3681,,3541
11/6/2013,BFAM,"Bright Horizons Family Solutions, Inc.",AMC,FQ3 ‘13,0.28,,0.28,307.22,,308.66
11/6/2013,ACLS,"Axcelis Technologies, Inc.",AMC,FQ3 ‘13,,,-0.16,,,48.8
11/6/2013,SBGI,Sinclair Broadcast Group Inc.,BMO,FQ3 ‘13,0.23,,0.3,317.67,,338.64
11/6/2013,ALNY,"Alnylam Pharmaceuticals, Inc.",AMC,FQ3 ‘13,-0.38,,-0.48,8.82,,9
11/6/2013,G,Genpact Ltd.,AMC,FQ3 ‘13,0.25,,0.33,554.93,,534.9
11/6/2013,CXO,"Concho Resources, Inc.",AMC,FQ3 ‘13,1.04,,1.06,615.58,,652.9
11/6/2013,BIOS,BioScrip Inc.,AMC,FQ3 ‘13,0.04,,0,205.09,,208.9
11/6/2013,CSTE,Caesarstone Ltd,BMO,FQ3 ‘13,0.49,,0.47,87.95,,94.3
11/6/2013,SWM,Schweitzer-Mauduit International Inc.,AMC,FQ3 ‘13,0.97,,0.95,187,,185.3
11/6/2013,PKD,Parker Drilling Co.,BMO,FQ3 ‘13,0.09,,0.12,234.05,,237.8
11/6/2013,JOBS,51job Inc.,AMC,FQ3 ‘13,0.62,0.64,0.75,66.07,66.52,68.6
11/6/2013,LPSN,LivePerson Inc.,AMC,FQ3 ‘13,0.04,,0.07,44.5,,45.2
11/6/2013,CLMT,Calumet Specialty Products Partners LP,BMO,FQ3 ‘13,0.13,,-0.54,1386,,1510
11/6/2013,DUK,Duke Energy Corporation,BMO,FQ3 ‘13,1.51,,1.46,7331,,6709
11/6/2013,PDLI,"PDL BioPharma, Inc.",AMC,FQ3 ‘13,0.39,,0.36,96.96,,97.3
11/6/2013,DXCM,"DexCom, Inc.",AMC,FQ3 ‘13,-0.13,,-0.08,36.19,,42.9
11/6/2013,CECO,Career Education Corp.,AMC,FQ3 ‘13,-0.54,,-0.65,272.53,,251.31
11/6/2013,LTS,Ladenburg Thalmann Financial Services,BMO,FQ3 ‘13,,,-0.02,,,198.21
11/7/2013,GERN,Geron Corporation,AMC,FQ3 ‘13,-0.06,,-0.06,,,0.18
11/7/2013,DAR,Darling Ingredients Inc.,AMC,FQ3 ‘13,0.34,,0.23,420.88,,425.8
11/7/2013,CBB,Cincinnati Bell Inc.,BMO,FQ3 ‘13,-0.04,,0.15,304.98,,310.8
11/7/2013,CORT,Corcept Therapeutics Incorporated,AMC,FQ3 ‘13,-0.12,,-0.08,,,2.63
11/7/2013,NGS,"Natural Gas Services Group, Inc.",BMO,FQ3 ‘13,0.32,,0.27,,,21.87
11/7/2013,ECPG,"Encore Capital Group, Inc.",AMC,FQ3 ‘13,0.93,,1.02,206.02,,235.6
11/7/2013,NFG,National Fuel Gas Co.,AMC,FQ4 ‘13,0.58,,0.57,379.61,,338.86
11/7/2013,MITK,"Mitek Systems, Inc.",AMC,FQ4 ‘13,-0.09,,-0.05,,,4.39
11/7/2013,KOP,Koppers Holdings Inc.,BMO,FQ3 ‘13,0.78,,0.9,397.45,,395.2
11/7/2013,PXLW,"Pixelworks, Inc.",AMC,FQ3 ‘13,,,0.1,,,15.3
11/7/2013,CPK,Chesapeake Utilities Corporation,BMO,FQ3 ‘13,0.37,,0.4,,,86.55
11/7/2013,BIO,"Bio-Rad Laboratories, Inc.",AMC,FQ3 ‘13,0.66,,-0.25,520.54,,505.1
11/7/2013,STON,Stonemor Partners LP,BMO,FQ3 ‘13,-0.1,,,63.45,,
11/7/2013,FCN,"FTI Consulting, Inc.",BMO,FQ3 ‘13,0.48,,0.72,402.16,,414.6
11/7/2013,MACK,"Merrimack Pharmaceuticals, Inc.",BMO,FQ3 ‘13,-3.38,,-3.9,,,6.86
11/7/2013,FLY,FLY Leasing Limited,BMO,FQ3 ‘13,0.02,,0.07,77.88,,79.1
11/7/2013,WLDN,"Willdan Group, Inc.",AMC,FQ3 ‘13,,,0.11,,,21.2
11/7/2013,RGEN,Repligen Corporation,BMO,FQ3 ‘13,,,0.18,,,18.8
11/7/2013,GTN,Gray Television Inc.,BMO,FQ3 ‘13,0.12,,0.12,88.2,,88.3
11/7/2013,OCLR,"Oclaro, Inc.",AMC,FQ1 ‘14,-0.32,,-0.33,,,96.6
11/7/2013,ROLL,RBC Bearings Inc.,BMO,FQ2 ‘14,0.66,,0.64,104.81,,102
11/7/2013,LPI,"Laredo Petroleum Holdings, Inc.",BMO,FQ3 ‘13,0.15,,0.15,169.2,,170.84
11/7/2013,NXTM,"Nxstage Medical, Inc.",BMO,FQ3 ‘13,-0.06,,-0.08,66.7,,66.9
11/7/2013,MNTX,"Manitex International, Inc.",AMC,FQ3 ‘13,0.22,,0.21,,,57.5
11/7/2013,PODD,Insulet Corporation,AMC,FQ3 ‘13,-0.17,,-0.39,61.61,,61.1
11/7/2013,WPX,"WPX Energy, Inc.",BMO,FQ3 ‘13,-0.21,,-0.41,752.3,,910
11/7/2013,NSM,Nationstar Mortgage Holdings Inc.,BMO,FQ3 ‘13,1.22,,1.08,,,631.8
11/7/2013,BR,Broadridge Financial Solutions Inc.,BMO,FQ1 ‘14,0.2,,0.39,515.35,,545
11/7/2013,COTY,Coty Inc.,BMO,FQ1 ‘14,0.29,,0.28,1200,,1180
11/7/2013,UEIC,Universal Electronics Inc.,AMC,FQ3 ‘13,0.56,,0.62,,,142.4
11/7/2013,RP,"RealPage, Inc.",AMC,FQ3 ‘13,0.16,,0.16,99.53,,99.9
11/7/2013,CEQP,Crestwood Equity Partners LP,BMO,FQ3 ‘13,0.09,,-0.05,418.5,,427.2
11/7/2013,TK,Teekay Corporation,BMO,FQ3 ‘13,-0.63,,-0.51,402.5,,454.8
11/7/2013,AMRC,"Ameresco, Inc.",BMO,FQ3 ‘13,0.19,,0.1,183.5,,161.6
11/7/2013,VIVO,Meridian Bioscience Inc.,BMO,FQ4 ‘13,0.23,,0.22,48.77,,48.96
11/7/2013,ACIW,"ACI Worldwide, Inc.",BMO,FQ3 ‘13,0.41,,0.52,216.74,,213.9
11/7/2013,AMCX,AMC Networks Inc.,BMO,FQ3 ‘13,0.87,,0.81,394.15,,395.3
11/7/2013,JOE,The St. Joe Company,BMO,FQ3 ‘13,0.01,,0.05,,,36.83
11/7/2013,FC,Franklin Covey Company,AMC,FQ4 ‘13,0.28,,0.47,,,61.6
11/7/2013,WLK,Westlake Chemical Corp.,BMO,FQ3 ‘13,1.1,,1.27,934.95,,1004
11/7/2013,MLM,Martin Marietta Materials Inc.,BMO,FQ3 ‘13,1.46,,1.54,581.88,,665.3
11/7/2013,MAIN,Main Street Capital Corporation,AMC,FQ3 ‘13,0.5,,0.47,29.23,,29.66
11/7/2013,EBS,"Emergent BioSolutions, Inc.",AMC,FQ3 ‘13,0.21,,0.37,79.13,,89.1
11/7/2013,AAON,AAON Inc.,BMO,FQ3 ‘13,,,0.28,,,89.7
11/7/2013,VNDA,Vanda Pharmaceuticals Inc.,BMO,FQ3 ‘13,,,-0.17,,,8.71
11/7/2013,KLIC,Kulicke & Soffa Industries Inc.,BMO,FQ4 ‘13,0.41,,0.39,185,,173.6
11/7/2013,AMRN,Amarin Corporation PLC,AMC,FQ3 ‘13,-0.33,,-0.25,,,8.4
11/7/2013,SSTK,"Shutterstock, Inc.",AMC,FQ3 ‘13,0.19,,0.21,57,,59.6
11/7/2013,AEE,Ameren Corporation,BMO,FQ3 ‘13,1.23,,1.25,1869,,1638
11/7/2013,VVC,Vectren Corporation,AMC,FQ3 ‘13,0.48,,0.52,539.6,,579.6
11/7/2013,CCO,Clear Channel Outdoor,BMO,FQ3 ‘13,-0.02,,0.01,710.09,,723
11/7/2013,ANSS,"Ansys, Inc.",BMO,FQ3 ‘13,0.75,,0.78,214.18,,212.7
11/7/2013,ADUS,Addus HomeCare Corporation,AMC,FQ3 ‘13,0.23,,0.25,,,67.3
11/7/2013,ANIP,"ANI Pharmaceuticals, Inc.",BMO,FQ3 ‘13,,,0.16,,,7.84
11/7/2013,EPAM,Epam Systems Inc,AMC,FQ3 ‘13,0.42,,0.43,139.85,,140.15
11/7/2013,WIN,Windstream,BMO,FQ3 ‘13,0.49,,0.41,1507,,1504
11/7/2013,FUN,Cedar Fair LP,BMO,FQ3 ‘13,2.81,,3.41,584.9,,592.01
11/7/2013,HIMX,"Himax Technologies, Inc.",BMO,FQ3 ‘13,0.08,,0.11,,,192.8
11/7/2013,MTD,"Mettler-Toledo International, Inc.",AMC,FQ3 ‘13,2.59,,2.6,593.56,,591.7
11/7/2013,TGP,Teekay LNG Partners LP.,BMO,FQ3 ‘13,0.57,,0.68,99.73,,100.69
11/7/2013,HSC,Harsco Corporation,BMO,FQ3 ‘13,0.21,,0.2,738.67,,740
11/7/2013,IPCC,Infinity Property and Casualty Corp.,BMO,FQ3 ‘13,0.7,,0.63,341,,335
11/7/2013,EGOV,NIC Inc.,AMC,FQ3 ‘13,0.11,,0.08,61.38,,61.3
11/7/2013,EZPW,EZCORP Inc.,BMO,FQ4 ‘13,0.48,,0.43,244.7,,234.4
11/7/2013,ROK,Rockwell Automation Inc.,BMO,FQ4 ‘13,1.52,1.55,1.62,1695,1703,1716
11/7/2013,TREE,LendingTree Inc,BMO,FQ3 ‘13,0.18,,0.03,33.57,,37.34
11/7/2013,AREX,"Approach Resources, Inc.",AMC,FQ3 ‘13,0.05,,,46.63,,
11/7/2013,USPH,"U.S. Physical Therapy, Inc.",BMO,FQ3 ‘13,0.4,,0.38,,,65.8
11/7/2013,CLFD,"Clearfield, Inc.",BMO,FQ4 ‘13,,,0.19,,,19.04
11/7/2013,ALG,"Alamo Group, Inc.",AMC,FQ3 ‘13,0.8,,0.93,,,174.7
11/7/2013,LNT,Alliant Energy Corporation,BMO,FQ3 ‘13,0.66,,0.72,1030,,866.6
11/7/2013,CLNE,Clean Energy Fuels Corp.,AMC,FQ3 ‘13,-0.21,,-0.16,88.68,,86.3
11/7/2013,FARM,Farmer Brothers Company,AMC,FQ1 ‘14,,,0.11,,,128.6
11/7/2013,SXI,Standex International Corp.,BMO,FQ1 ‘14,,,1.02,,,183.6
11/7/2013,MDRX,"Allscripts Healthcare Solutions, Inc.",AMC,FQ3 ‘13,0.07,,0.05,354.64,,334
11/7/2013,PBH,"Prestige Brands Holdings, Inc.",BMO,FQ2 ‘14,0.43,,0.47,160.78,,168.4
11/7/2013,LRN,"K12, Inc.",BMO,FQ1 ‘14,-0.14,,-0.13,224.49,,228.4
11/7/2013,WD,"Walker & Dunlop, Inc.",BMO,FQ3 ‘13,0.28,,0.25,71.77,,73.65
11/7/2013,NOG,"Northern Oil and Gas, Inc.",AMC,FQ3 ‘13,0.31,,0.32,98.79,,107.2
11/7/2013,TTI,TETRA Technologies Inc.,BMO,FQ3 ‘13,0.25,,0.28,250.43,,254.3
11/7/2013,CECE,CECO Environmental Corp.,BMO,FQ3 ‘13,0.22,,0.24,,,49.8
11/7/2013,CNK,Cinemark Holdings Inc.,BMO,FQ3 ‘13,0.56,,0.69,737.78,,757.6
11/7/2013,SWIR,"Sierra Wireless, Inc.",AMC,FQ3 ‘13,0.07,,0.11,,,112.3
11/7/2013,GLP,Global Partners LP,BMO,FQ3 ‘13,0.39,,0.09,5048,,4433
11/7/2013,ACET,Aceto Corporation,AMC,FQ1 ‘14,0.23,,0.4,,,129.3
11/7/2013,TNK,Teekay Tankers Ltd.,BMO,FQ3 ‘13,-0.08,,-0.05,,,42.61
11/7/2013,CNSL,Consolidated Communications Holdings Inc.,BMO,FQ3 ‘13,0.16,,0.3,149.78,,150.8
11/7/2013,SMG,The Scotts Miracle-Gro Company,BMO,FQ4 ‘13,-0.38,,-0.18,429.37,,443
11/7/2013,VC,Visteon Corp.,BMO,FQ3 ‘13,1.19,,1.17,1796,,1733
11/7/2013,IT,Gartner Inc.,BMO,FQ3 ‘13,0.39,,0.4,415.65,,410.7
11/7/2013,THR,"Thermon Group Holdings, Inc.",BMO,FQ2 ‘14,0.28,,0.3,70,,72
11/7/2013,BRS,"Bristow Group, Inc.",AMC,FQ2 ‘14,1.04,,1.27,397.16,,417.3
11/7/2013,HII,"Huntington Ingalls Industries, Inc.",BMO,FQ3 ‘13,0.8,,1.17,1638,,1637
11/7/2013,AAWW,Atlas Air Worldwide Holdings Inc.,BMO,FQ3 ‘13,1.13,,1.13,443.56,,405.4
11/7/2013,DVAX,Dynavax Technologies Corporation,AMC,FQ3 ‘13,-0.1,,-0.09,,,2.93
11/7/2013,COWN,Cowen Inc.,BMO,FQ3 ‘13,0.12,,0.12,,,82.15
11/7/2013,TOO,Teekay Offshore Partners LP,BMO,FQ3 ‘13,0.31,,0.13,235.72,,207.3
11/7/2013,BITA,Bitauto Holdings LTD,BMO,FQ3 ‘13,0.26,,0.32,61.8,,62.1
11/7/2013,BZH,BEAZER HOMES USA INC,BMO,FQ4 ‘13,0.24,,0.38,,,438.33
11/7/2013,RGLD,"Royal Gold, Inc.",BMO,FQ1 ‘14,0.23,,0.23,56.5,,56.49
11/8/2013,HALO,"Halozyme Therapeutics, Inc.",BMO,FQ3 ‘13,-0.14,,-0.17,16.15,,16
11/8/2013,HZNP,"Horizon Pharma, Inc.",BMO,FQ3 ‘13,-0.25,,-0.08,18.31,,31.5
11/8/2013,LNG,"Cheniere Energy, Inc.",BMO,FQ3 ‘13,-0.41,,-0.36,,,67.71
11/8/2013,HMSY,HMS Holdings Corp.,BMO,FQ3 ‘13,0.22,,0.2,127.31,,127.8
11/8/2013,CCOI,Cogent Communications Group Inc.,BMO,FQ3 ‘13,0.07,,0.05,88.5,,87.7
11/8/2013,SSP,The E. W. Scripps Company,BMO,FQ3 ‘13,-0.05,,-0.16,197.13,,190
11/8/2013,MINI,"Mobile Mini, Inc.",BMO,FQ3 ‘13,0.32,,0.28,104.91,,105.5
11/11/2013,VSAT,ViaSat Inc.,AMC,FQ2 ‘14,0.07,,0.2,331.54,,353.9
11/11/2013,VCRA,"Vocera Communications, Inc.",AMC,FQ3 ‘13,0,,-0.13,,,26.07
11/11/2013,CRNT,Ceragon Networks Ltd.,BMO,FQ3 ‘13,-0.1,,-0.12,93.7,,92.1
11/11/2013,CRAY,Cray Inc.,AMC,FQ3 ‘13,-0.12,,-0.35,89.88,,54.5
11/11/2013,ESE,ESCO Technologies Inc.,AMC,FQ4 ‘13,0.66,,0.59,162.47,,144.6
11/11/2013,GOGO,Gogo Inc.,BMO,FQ3 ‘13,-0.3,,-0.22,,,85.4
11/11/2013,HOLX,Hologic Inc.,AMC,FQ4 ‘13,0.37,0.38,0.39,624.88,627.45,622.1
11/11/2013,WLH,William Lyon Homes,BMO,FQ3 ‘13,0.25,,0.24,,,150.83
11/11/2013,NWSA,News Corp.,AMC,FQ1 ‘14,0.04,0.05,0.03,2189,2184,2100
11/11/2013,CYD,China Yuchai International Limited,BMO,FQ3 ‘13,0.35,,0.47,518.64,,614.4
11/11/2013,BID,Sotheby's,AMC,FQ3 ‘13,-0.45,-0.43,-0.44,70.27,72.82,107.8
11/12/2013,CORE,"Core-Mark Holding Company, Inc.",BMO,FQ3 ‘13,0.31,,0.3,2568,,2620
11/12/2013,NYLD,"NRG Yield, Inc.",BMO,FQ3 ‘13,0.35,,0.39,79.74,,95
11/12/2013,OMED,"OncoMed Pharmaceuticals, Inc.",BMO,FQ3 ‘13,-0.02,,-0.15,12.9,,12.93
11/12/2013,GNMK,"GenMark Diagnostics, Inc.",AMC,FQ3 ‘13,-0.28,,-0.3,,,4.64
11/12/2013,PKOH,Park-Ohio Holdings Corp.,AMC,FQ3 ‘13,1.01,,0.93,,,303.5
11/12/2013,MPAA,"Motorcar Parts of America, Inc.",BMO,FQ2 ‘14,0.27,,0.37,,,66.2
11/12/2013,SJI,"South Jersey Industries, Inc.",BMO,FQ3 ‘13,0.16,,-0.04,157.12,,128.8
11/12/2013,FI,Frank's International N.V.,AMC,FQ3 ‘13,0.39,,0.34,,,270.1
11/12/2013,MGPI,"MGP Ingredients, Inc.",AMC,FQ3 ‘13,,,-0.37,,,80.71
11/12/2013,YRCW,"YRC Worldwide, Inc.",AMC,FQ3 ‘13,-0.83,,-4.45,,,1250
11/12/2013,NS,NuStar Energy L.P.,BMO,FQ3 ‘13,0.27,,0.28,936.63,,780
11/12/2013,NLNK,NewLink Genetics Corporation,BMO,FQ3 ‘13,-0.33,,-0.32,0.28,,0.27
11/12/2013,NSH,"NuStar GP Holdings, LLC",BMO,FQ3 ‘13,0.33,,0.29,14.88,,13.46
11/12/2013,SATS,EchoStar Corp.,BMO,FQ3 ‘13,-0.1,,0.05,820.25,,848.9
11/12/2013,FOLD,"Amicus Therapeutics, Inc.",BMO,FQ3 ‘13,-0.32,,-0.29,,,
11/13/2013,PF,Pinnacle Foods Inc.,BMO,FQ3 ‘13,0.35,,0.36,563.2,,572.5
11/13/2013,TTEK,Tetra Tech Inc.,AMC,FQ4 ‘13,0.36,,0.39,519.09,,531.5
11/13/2013,PNNT,PennantPark Investment Corporation,AMC,FQ4 ‘13,0.26,,0.26,32.89,,31.45
11/13/2013,CSIQ,Canadian Solar Inc.,BMO,FQ3 ‘13,0.36,,0.56,483,,490.9
11/13/2013,KGC,Kinross Gold Corporation,AMC,FQ3 ‘13,0.03,,0.04,730.02,,876.3
11/13/2013,GFF,Griffon Corporation,AMC,FQ4 ‘13,0.1,,0.1,475,,449
11/13/2013,NTAP,"NetApp, Inc.",AMC,FQ2 ‘14,0.63,0.64,0.66,1605,1608,1550
11/13/2013,WGL,WGL Holdings Inc.,AMC,FQ4 ‘13,-0.34,,-0.55,434.64,,409
11/13/2013,CSCO,"Cisco Systems, Inc.",AMC,FQ1 ‘14,0.5,0.51,0.53,12332,12367,12085
11/13/2013,MTOR,"Meritor, Inc.",BMO,FQ4 ‘13,0.08,,0.11,954.89,,909
11/13/2013,M,"Macy's, Inc.",BMO,FQ3 ‘13,0.38,0.38,0.47,6183,6156,6276
11/14/2013,PTCT,"PTC Therapeutics, Inc.",BMO,FQ3 ‘13,-0.29,,-0.19,,,16.29
11/14/2013,PFSW,"PFSweb, Inc.",BMO,FQ3 ‘13,-0.15,,-0.08,,,53.6
11/14/2013,TTPH,"Tetraphase Pharmaceuticals, Inc.",BMO,FQ3 ‘13,-0.43,,-0.49,,,2.2
11/14/2013,GLOG,GasLog LP.,BMO,FQ3 ‘13,0.18,,0.18,,,43.2
11/14/2013,CMRX,"Chimerix, Inc.",BMO,FQ3 ‘13,-0.38,,-0.26,,,0.91
11/15/2013,MMS,"MAXIMUS, Inc.",BMO,FQ4 ‘13,0.49,,0.51,354,,384.3
11/18/2013,CRM,Salesforce.com,AMC,FQ3 ‘14,0.09,0.1,0.09,1054,1062,1076
11/18/2013,UGI,UGI Corp.,AMC,FQ4 ‘13,-0.07,,-0.04,1241,,1260
11/18/2013,SMTC,Semtech Corp.,AMC,FQ3 ‘14,0.34,,0.35,140.68,,141.02
11/18/2013,JKS,JinkoSolar Holding Company Limited,BMO,FQ3 ‘13,-0.4,,1.44,,,320.7
11/18/2013,APU,AmeriGas Partners LP,AMC,FQ4 ‘13,-0.47,,-0.63,575.21,,531.97
11/18/2013,JEC,Jacobs Engineering Group Inc.,AMC,FQ4 ‘13,0.87,,0.84,3142,,3143
11/18/2013,TSN,Tyson Foods Inc.,BMO,FQ4 ‘13,0.69,0.7,0.7,8976,8963,8894
11/19/2013,SQM,Chemical & Mining Co. of Chile Inc.,AMC,FQ3 ‘13,,,0.53,,,521.1
11/19/2013,BBY,Best Buy Co. Inc.,BMO,FQ3 ‘14,0.11,0.13,0.18,9373,9433,9362
11/19/2013,HD,"The Home Depot, Inc.",BMO,FQ3 ‘13,0.89,0.91,0.95,19114,19290,19470
11/19/2013,MDT,"Medtronic, Inc.",BMO,FQ2 ‘14,0.9,0.9,0.91,4173,4171,4194
11/19/2013,LZB,La-Z-Boy Inc.,AMC,FQ2 ‘14,0.26,0.26,0.31,349.93,349.18,366.4
11/19/2013,DSX,Diana Shipping Inc.,BMO,FQ3 ‘13,-0.06,,-0.04,39.58,,41.9
11/19/2013,CPB,Campbell Soup Co.,BMO,FQ1 ‘14,0.87,0.89,0.66,2307,2330,2165
11/19/2013,TJX,"The TJX Companies, Inc.",BMO,FQ3 ‘14,0.74,0.75,0.75,6922,6946,6981
11/19/2013,DKS,Dick's Sporting Goods Inc.,BMO,FQ3 ‘13,0.39,0.41,0.4,1372,1376,1401
11/19/2013,CRMT,"America's Car-Mart, Inc.",AMC,FQ2 ‘14,0.83,,0.61,,,121.4
11/20/2013,JCP,"J. C. Penney Company, Inc.",BMO,FQ3 ‘13,-1.74,-1.67,-1.81,2794,2823,2779
11/20/2013,WSM,Williams-Sonoma Inc.,AMC,FQ3 ‘13,0.54,0.56,0.58,1031,1048,1052
11/20/2013,JACK,Jack in the Box Inc.,AMC,FQ4 ‘13,0.39,0.41,0.45,335.99,340.51,338
11/20/2013,SJM,The J. M. Smucker Company,BMO,FQ2 ‘14,1.59,1.59,1.52,1609,1608,1560
